@rowCount	3257
w	d	cache	q	s
lo nu sispe'i ko'e ku frili ko'a	He had no difficulty in finding the place.	lo,nu,sispe'i,ko'e,ku,frili,ko'a,sisku,penmi,he,'ad,no,difficulty,in,finding,t'e,place	SRMPOOPMNMQMPNNMNNPNOPRLOPMNSLPOQOSPNSQMNRNNNLQJRLNNMKNSSOPLRNPOSNPMPSNQLOPMNNRTMNLVKLQLQMPNJPPOQTHQPQOQLRNNMPMKQQMPMLKQNOLRKRQOSOONRQNROOQLNKRQRMMMNPOLOPPLMOHRQSQOOOLOMPOQPQPONTNSNLPRNPOPSMQPPKLMNPLNONOLLPKJROKSPMQKMPNQMKMONJRPONNOUPNQRMPSOSNTSNKPMQOJIONOKPNRLRNOOQNNRQMPRRQRNNQPMNQNKPNRPQLTMNONOOPTJPMINQLMOQPLPMPPPPMOMOONPRQQPXLNOSPPPLLQNQMNNNONOPQOMPLPOPKHMTPOMRQQMNORMNRMPMLQOSMM
lo nu snuti cu jalge lo nu ko'a narviska'e	The accident happened because they could not see clearly.	lo,nu,snuti,cu,jalge,ko'a,narviska'e,na,viska,kakne,t'e,accident,'appened,because,t'ey,could,not,see,clearly	PQQQSOQQRQVOONJKQPIOPPNOMQOQPPOMONMMOOQKLPNKPPTOTMNMPINNLONRPNQOPQOJSQRQPKKMPMOOMKOPQQLOKRKLNNOJQMPRQQOQOPQOPRRPRROPLONLOOLPQLQOPPOOTPMKPPQKPKQQNRHQMNOPLTQQRPNSQPNOPNNOMOLPNQORKQNONKPTQONPPRRPPMOOOLMQNOMPMNRNRNOLOPMPJMNRQKMOMNMMPMPOOSMMMPOMROMQPNOROSMNLKQOLNQSLOINPQNONNTMOPNPQPMOROQNSPKPPOKNRNRNMNQRJTLPQMPTPPPJNLLQOOJOJPMKMJOQJNKMORPQMOMQMMNSPQJNLRQNQPPNSRRNKNTUSNQMJONONROOSOKPOUOO
lo nu sonci cu jibri mi se ca'i lo jbama	Being a soldier is my job, where I have authority over bombs.	lo,nu,sonci,cu,jibri,mi,se,ca'i,jbama,being,a,soldier,is,my,job,w'ere,i,'ave,aut'ority,over,bombs	OQOOOMUKNQRNRRPPOLLMMRSQOROSNMPLNOPSUOSMONPOPQRMPMQONQQJRQQOIQOOONRQMMNSSRLLSOSOOOPQOJNQUTOOSOQLPOLQOHLMPNMPKMNQLNNRLNLOPONTPONOOQOSNNLNPROQOONNNRPQLMLPPNOPPPOQPMNOKMMLOQMQSNMLJPMPPLRNRPONORLROJKPRLNQONJNRNNLPOPQSNOJQPNIPLJOPOOPQPOOKRLPMPPMONOMMQQPMNMOSMQOKNPMLPPPLQLRKLRONLKOONPPQKPNQNPTMKMSOROLNOOHONMPOLNONRSSSJOLLNNOLORNNOPMOOPNPLSSRLMNNNNQNSLQNUQQKONNSLNOKPSSNSQPMOUNPSQUQOMRRNLM
lo nu su'o da sidju pu dukse lo ka lerci	Help came too late.	lo,nu,su'o,da,sidju,pu,dukse,ka,lerci,help,came,too,late	MOOQSOLPOPPMMQOPPPENNQNQNPNMMONRONSOPSPQONNTPMMJQPLLLKRPRPPONNKLQLPKLSNRKPQPNNSONQNROOQOPMOPOPOOQNJVOOMNOMOTPRNLNNQRNNQMNQNNNNMOQQOPRQNPIRQLKILQONLNNLPPPPPMTQPONNQQQLMNMPPOQRSMQQLQSLMNOSLLRNPNOMOOQNIOQPKMPNPLPHOOLQPLNOJOOMKOQONKRJQPQPPOTMTSQQNONLQPNQPNKOQNOQOQSPOOPNRQPQNPQTOLONOORNRLJORMNMOONQPUIPQMMQOKORPPMNVSOMLPUSOOQONORROSPORQUQQJKONMMLQKQONVLOOPMMLNONKNLNOPMOQNMMMPQORPPPKRNPPP
lo nu sutydu'e cu na sarcu	There's no need to rush.	lo,nu,sutydu'e,cu,na,sarcu,sutra,dukse,t'ere's,no,need,to,rus'	KOMNQQNLRNPIMOROPOOPKLNMKRMMPORNTOQOPSRTOLMUOMMMQMNNKLURPLPPKNOOQNOOSRPTOMNONOPPPGLOLPPOOJNNNQQUMRHRNQORNJRSNRSNQPKPJPPPORNPOMMOORONLORLONMPLLOLQQKOQLNONNROQPIPMQOMLMPNMQJOMOSOLOOSNNNORONTPOJPPNNPONPNLOPPRROJNLLORONRLMLNOJNOPKOOSQPOPPPRPNPSRMQQPPKQMPMNMPONKLNPOSORPONNPSPKLQORNNPOKONLRPOIPRPLKPNPJRNPMPRMOQLOQTQKQMPNRVOOOPRMQRQOPQTPQTOPOJPONQNQPMSOPLNPNPNNQQOPMRSPJMNOKKQMPTRRMQQTPLRQ
lo nu tadni lo baurnuludu na nandu	It's not difficult to learn Dutch.	lo,nu,tadni,baurnuludu,na,nandu,undefined,it's,not,difficult,to,learn,dutc'	SMOPNOMOMQNNKNKLOOROMNRLQQQQRNLRLQLONQNRMMMKPPJPLOMMPNORPUOPMOKPQLPSLQKOORPPPMNPNQPOPOQMMLPNLPRQSRKRPPPNKPOKROMOONPOOKQQNPLQPMSOQSPPNMOLLPRQMKRQOPQOPPPMMMSMNONNOOMMRLNIRNQRNTSIJPOJNMOTRRQPLOQQQOJQQLKONLROSOTOONNNPONLQUOLNLOOMPOROPQUOKOLQRSMOTSQPOKQJPNNKPRNJPLONRKRKOLLQMPNPPOQMLPMQLOOJRMQROJTQLQQONNLPQKLPNONNTRMONSSPQNOLLQLOMPRKPPPQPPTQRNSONQPMPQPSLMSQSNNPNJMNPQQLQONSJNQNPRPMOMNPROR
lo nu te vecnu ku se gleki mi	Shopping makes me happy!	lo,nu,te,vecnu,ku,se,gleki,mi,s'opping,makes,me,'appy	OROQQNUMPQSPPQQNPOONJMOQMSMLOKPPQQMMOJQONONOONTSSRPSLLMRPLONMSLPQMLOJOORQPSQSLPRQKNMPLOLOKLKMNKKORNPPRRPMMLVRMKNSOLRPRORPQROMNQOKNPPOPOLLRLQLQOMJNMOJJQPOORORNMOQPJMKMPNOOQQOSOPNOKOPOLJQMSNNNNIQNROPQNTSKQRNONLRMRRRPNJNQRNRMQOSKLOMMMMLQQOPQNPSOPOLRNOLPQNOPKQNMQMNQOSOPRSRMOPNPMPOKPRNLOMGSQQQLRNPQMPOMKNRPOONORNMOMPMNNSKRROONLOSOQPNOOQMRQQVOMOONQTKMOPPPQQMOSKPOPOOLKPJQPNPPQNRMPNPOOSSKON
lo nu tirna lo zgike kei mi'a pluka	We enjoyed listening to the music.	lo,nu,tirna,zgike,kei,mi'a,pluka,we,enjoyed,listening,to,t'e,music	QPPNOSRLPLMQPKPMQNNMJRPQMRNPSPOSULJQPLONOPRNKNLIQSQRRLLPOOQMMLOPNINRQQNPSONRPKNKTKOKMNNOJLNQLPSNNQPUQTLMKMNTPNPPNQQOPOPMSQLPNNOOOMRMSPOMMNQSOLOLKSMMNOQQQOONPOOQLNONQQOOSONLNQMRRNNOLOOTPQQOQSTGOSROPKJOPLOPMLQOPKOOSPQIKPLPRMNOQSNPOOKONSSMPNMLPPRPLPPNLPONPOQNJJQQQNONLNQSQNORKMPNNILRRLQNKOLLPQRONRLQLROPKMONQQJLPQSMMOQMLMPOMQMMOORPNQMNORRPQQLPQROMNQQLPNOQJMNKMKPMNSPONRRSMQLNNPQMLPLNMRNO
lo nu troci cu xamgu	Trying is good.	lo,nu,troci,cu,xamgu,trying,is,good	MNQMLNNNMOONNRPMVNLOLPRMJMNNSQOOMQPRMOPNLMNONOQPTMMNQJTTNQQMSMMNSLNNLOMPHSOTOKQNOJMTQPOMQNPTNOQQRQIWPQRJOJQSPOLONQSRQQKPPOQPLNROROSPLQPPNNNNMOTMMMLTNMRNNQONPNLOJQQNQOLMMRPOQONNOROPNOMPMQPMRPKNOQQPQLPMRNOPOPTMULMMPPLMNPLRLTOOMNPRNMPNMQPOPPOPPSRNKTLPMQNMJLSJLSQRQQLMPQNQONQPNPRLMQNMNNNKISORPNNONNNNQMPNMJNMKMLNPMQRPPOPRTQOPNNMNSMLPMQPMPMIQQNQLPPPNQQPNNQTOPKPQOOINPOOMOOPRMPLNRPPQOLOUQQR
lo nu tu'a do cfari cu sarcu	It is necessary for you to start now.	lo,nu,tu'a,do,cfari,cu,sarcu,it,is,necessary,for,you,to,start,now	PLNNRQOONOMOLTPPRKMOJOMMNRONQMONTPLRULMQQJMRQPOMSOONMORTTNNMMOOQRMOMRPLPLQLORPULPQNRKOOPPPSNMQQPMOMQKKPQOLNPNOQNPOQULOTQPQMNNLPOPOOSMNOOKKQRNLNNOMOOPIMNNONNPPQMHMNNMKOJNPOKPNQNPRONPMNOMOLLMMNUOPNOPLLLORPVQNPRSMMPTOTMNPKPQRKOQLOPSOQMMSRMNMOOPONNNQJNNQOQKQSMKNKNQNQNPNNRMOVMLPOQSLONNONNQRMOSKOSMMMOKOLLPONPLNNORNSMQOLOQROOOMOOQPONNQTRPQQPTLOONQLPQPTQNTPRNPKONMMHNSQSKPLQLKONSNPSPOMOROPM
lo nu zbasu la .rom. na djedi li pa	Rome wasn't built in a day.	lo,nu,zbasu,la,.rom.,na,djedi,li,pa,rom,rome,wasn't,built,in,a,day	ORRRNIMNKMPLOQLKLPONPNOOTTOPRNMQRLQORMSLMORRNQQNONPRLKLTNKTONQPPONKOMPOMQPQSPNMMNLPQOQRPRLPPLQTNLULROQQPPPMNKNLOSMPPNOKQNKNPKORONMOMQNPOOMMJMQUNQOPNONPKQORRLMPMRSRPPMJQORPLRPQMMNPQMMQOPQQQMPPQNUNQOPPLNNOQMLLOPQNOVOPTOOMMOLOOLPMOKMINPSPQOMNNUPJTPPHOORLNONMOIQQROOOMLQPSOOOQOQNNPLPJSNLOOLNLMMLWOPQQJQKSOTONNLMOONOORQPOPQNOPPPRNJTORQNNOONOMOONRPLOOKONNQTNMJONQPNGNPQORSNMMLPPROQMNRONLMNQ
lo nu ze'a lo djedi mi ganse no nu do kibro jundi pu kaijbi lo ka rinka lo nu mi terpa	It almost scared me not to see you online for a whole day.	lo,nu,ze'a,djedi,mi,ganse,no,do,kibro,jundi,pu,kaijbi,ka,rinka,terpa,ckaji,jibni,it,almost,scared,me,not,to,see,you,online,for,a,w'ole,day	MPSRULSORKNNRNMOOMJOLQLPOMOPOOLQPOOLQMNNNPSPMKOLQMMNMNOQNQPOKPQONRKMSSNRJRPORLRTRPRNOOOLONONLQMJMQMROSQRNNRNNPOONQKRQPQPQMRMNNSORMOLSMNPMOONOQLPSORNPJOPOQOLTPNPOMSMOJNLONONNSQPLQKPOPKOMOMOMNOMOMRLPPNMNMNNSOOPUOPMPNPMHRPPROMONMOLMLQUQRRSRPSOTQMOLNMOPOQPNNQQJSMTNQPMJOLJMSQQKUOUNNLMNKOQNKJPPONUONOMNRJNPQNPMQNKQPORMOMNNTOOQMPMRORNHSOLQOPNOJONMMIPPPQPPONNPOLOQLNOONSQNQRLQOQNRRTPPPQPRNIO
lo nu zgike cu ka'e se ciksi fo lo ka larcu lo ka cnigau se pi'o lo sance mixre	Music can be defined as the art of producing emotion by the combination of sounds.	lo,nu,zgike,cu,ka'e,se,ciksi,fo,ka,larcu,cnigau,pi'o,sance,mixre,cinmo,gasnu,music,can,be,defined,as,t'e,art,of,producing,emotion,by,combination,sounds	QNMPKSQLQMNNSJORQPPMSPJLOSNORPQQTMKRLQOMMRNLNLLNLNMNJPOMPOPONOPNROONNOQJQNORLNMPOOJIMOMMMQLMMNRMNNQNPQONOJLRMMJMOLTRLOROQNOPRLJOOMSRQLNKPRPRQSPOLROOJQQNKQPKMMNRPNMPPPRPMOMPPTONORPPTPOQPOPLOROLRSOMQNNNOLNLNKOPHPLMQQNMMQJPPPMOOONPPTOOOUPMQMKMOQPRLRRLKPONOPRMNKONRNOOLOQTNNPRNNSOOKOMOKPQOMMLPSOPMQQTOSLLMOPMLNOMJPORNQQSNQPONNQMNQUJLOSONRNMQQOKTOOMNOPKLSNPONNLOINPOTOQQOSOOULPONRPKTMQOQSP
lo nu zunti larcu	Trolling is a art.	lo,nu,zunti,larcu,trolling,is,a,art	OQQLLRQMQPLPOLKOMOMLMPOLPOPMURLSKOMSQSOOOMMNQPPPPMLNOPPMOOPPRRSSPONNMLTKPRQQMNOPPNRQJONMQQMPOOSKRQLUPQPKSNONKNLOQQPLQNONQOSRQGJOSMQROOQOQKSOQRPQOQOLMMQLLRMMOPNRPKNLUKOPNLNOPOOKLSQQSPQONONONRLQOPNPQMMMQNKMPMORNMPLNLRNPRJSMNLOIRKPPJQPQPMONPTITJLPPUNJMSRNQPSPNOONQPONRLNPPMOOTMNMQOPMNQJONNLNQKLONPPPMQNLSSSKKLNNPOMNQNPMLQROOOTONRSJMOTNQPSMQMLOMPMMKPONKRNPRRSMPNMNORPOMQQPMOQMQOPOPPLROQON
lo nunfanva cu se tadni	Translation is a scholarly discipline.	lo,nunfanva,cu,se,tadni,nu,fanva,translation,is,a,sc'olarly,discipline	PQLLOMOPTPOOLQMMMQQMRQSOQNLJOOLRNQNUOPQQLOQOONNOOPHNMPRQQNOKLQLRRORRJQNNSRPJLORMSLQRMNRKROPMSPKNOMQRPQROLLOONMQPNOPOQMQNJQSMKLQOPQLRKOMMMHQRMRONSURQQQQLPPOJPPMNONQMPNQNPMONRUPPRNONQOSTNSNMPQOSSNIMRLJMRQRPLLMOHNPNOPQQRPNNLOPOMKOVNOORQLNJNPPJPNKTOPNPQOPNKMSNMNJQTQMPOSNLNOKOOMNOOISMMMNLQOOSPOMQOOQMNQPNRMRLOMOLNMOMOOPLJPMOMPOPNNNLNOOOMPNPSQOQPPPMORONRKNRNPOONORSSNNPOQNSQNOOONMQPLMMUNQK
lo nunji'e cu banli	Life is great.	lo,nunji'e,cu,banli,nu,jmive,life,is,great	MQRNOPPMPQRTPRKPOLJLKOQPJTOOQQMRPOKSQLPONPPNNPQKSOKPPPUSOMRNPQQORNMSJOKRMQPUQOPRUKNPMKPNONMQMNLMPOLULONMOPQTOMPRQSPPNQNQPORQJMTOPNTPMQMMNNMPMQPMJQRTLLOPRPSMNOKQQONLLPNPOONNOPQQPLMKNNNPNRPRQPNMOPPMPOPPRMPPRMMRPPRKWOMLLTLPSLMOQPOSKLJRKRSRQROMRNOKMQJONPJOPPNPINPOOOKNNRMQONQMOQLOPNQLPMOKNPLSSQONKMLJIPMQPNPQLPOQNMLRPPNQLOPOPMNNNRRNPSMRNPSLPNMQMNOSLNQMLNPQNQQLPOROMOMOJORPKNPPSROOPRQPUPNO
lo nunji'e cu selpau ge lo zabna gi lo mabla	In life there are ups and downs.	lo,nunji'e,cu,selpau,ge,zabna,gi,mabla,nu,jmive,se,pagbu,in,life,t'ere,are,ups,and,downs	ORPOOQOOTPRPSPNNLPKOKMLOLMMNMRNPRKORQRQNMOPLLNOMQKNOOPRSPRQPRNNPROQSLQKRORPQTMMPRNLQMKPMOMJPOMMMOQMSKNNOPLNPPQMNQQONPNMOMQOPMJQOPKQQONLLQMNQMOPMJPQQLLNMOOPNKNQQMLNOMRMMKPKPQQVJLKNOQNNQNQPPOMOOSNQMKTNQLPOQOKMOOMPNXNPINRHOWMPOLNMPPPRRMSLNRRPMQPPLNRLOMRMOKMMRISNNMMKPMQORNOQOPOMOPPRMRPPRLOLVOROOLPQJJLOPKPNMNNPQLPKQSPNMOPMORNQPPRSSOQMQQSTNPNNPNPQONLNPKSQPOPSNPOPMNMNOMQPSKNOQRPRNOPNPSLRM
lo nunji'e cu to'utce	Life is short.	lo,nunji'e,cu,to'utce,nu,jmive,tordu,mutce,life,is,s'ort	PUQOQQPOQORNPOMMKOJNOOMRLNMOPRPSSNNQONQNNLPRKOOIQMJPOOQOKPSRQMONRNPPJQLPJXPPROMNOJLTMLPMLMMNPPNLPOHVMPLOQPPQOOOPRQPNMNMROPPQMOTOONSOOPLNLOOPMMPNMRMRKMPOQLNLMNMSQMNMQPKPLNPOOOSOPNRMNONQOOOQNQNQPPNNRNPOQQPOQLKPPLQNULMILQKNRMOOOMNOQMMWLSPNQORNTLQNQOIOMSQNLNMMJNPOMONOOQPOOMQQQSLPPQSILPOPPNMQQQPSONPOKMNPKQQPPMNNNNNTRQPOSPLORMOPPUQONTNPPTQMNLMTMNNOKMQQNLNTKQNKSROPJOMMORROOPQMTOPQNTNNQMPP
lo nunspe lo nunspesti cu ralju krinu	Marriage is the main cause of all divorces.	lo,nunspe,nunspesti,cu,ralju,krinu,nu,speni,sisti,marriage,is,t'e,main,cause,of,all,divorces	PPQPQROLQSRROMRMNMOSJQOONOOOONQQRRLMOSPOMOQNMONMPQLONSUMPPOQOUMPTPQQMTOPOPPPNPSNLPONRNNNLPIMRLMSNNMOLPOQOOONONNNQMPORNQOKLKQNINONKOSMPLMOMRPNKMOLSMQNPROJNQPMONOPPPPJPKPKLMMPOMOPRNNQNKOMJLRLLOSNPROLOOQOQQPONPPMPRMOPNONQPMSMPOJMNLQORLMPQKRTKNSMOMORNOMOITKPPRJLNNNPPNONPPQSRSQPPOPNQQRQMPMTOTQKKPONNMNQNQPOPPPMORHMOLROJNOPNOQOMJNPVQPSNRMONISLNKOKNOPQSNNMQKONMRNPRNLUOOKPNSIOJOOKQPTQPMTOUQ
lo pa meryru'u cu dunli lo pa no no merfei	A dollar is equal to a hundred cents.	lo,pa,meryru'u,cu,dunli,no,merfei,merko,rupnu,fepni,a,dollar,is,equal,to,'undred,cents	NTLNMKQQPROKPPPOPQMSMMNQOPPLPRMPONLJSQQOOORNOMLUSOROLNPQRQLPMMNNRNMJKMPQPNONUQQSMKPMOKTPQNNOPNRQNOOPRPQMPOPPPNNORPOIQMQMQOOQNMSOLRNJMPPROOMQNTMNPQNNLNPPMRNOROQQSNLPSPULLPQNOQQQOLKOJOKJQPMNPROQJRQONRNORPPNUNORJOQOTNMORLQPRONOMQLUMOMQQNKMMONOPPLMIOSQONPJMOMJONLOQLOPOLPQOKONPOQOTPKROOPMLOPSLRLQPOOTPKMUPLVOOQNLJNOTJONRNKPOLQNQNOSMJPPOJNLNMPORQSNOMQPSONONINMOPPOKNLKOQNQQMLOSNMONMNMRNMQM
lo pa nanca cu du lo pa masti be li pa re	A year has twelve months.	lo,pa,nanca,cu,du,masti,be,li,re,a,year,'as,twelve,mont's	QQPNKPJMOOQOONNNJNRNPKONQNLMORQSROPNNONNMNSNNPOQMSQRLRQNKQLPOOMNNNPNMPQQPOOOPQUMOPNNPKPNIORNROMMQPNSMOLNMRMOMPNOQQSLMOSTQSOSNNSOQNMPQONPOPONOMTNQPQLMKQNQNORNQTPNMMJVQSKNMOOPPUMPPOLQJQPOOOPQOPQNSQRLPNPOMPMVHMVMQQPOMPPRORKQPROMONQQLMXOQOOPQPQRMKNLQMJMPNLMPMILILMMLLQRLQORLQPSQNMOOQNMPMNNPLOMQOMPMSOGOMONONLJOMPMMQNMSRNLNPOQSOLSPTMPOUQOOKONOMOMPPPLKOTOMOONJLOPOOLNQOSLMLLNORQPQPOOMMPONOO
lo pa po'o bangu no roi jai banzu	One language is never enough.	lo,pa,po'o,bangu,no,roi,jai,banzu,one,language,is,never,enoug'	RNPMKPPMQLPLPPPOKMLIPOPOOOMJQNRTNQPPOMONKNQNPONRNNLMPMOMPSMNKPOQRNQRHWMNPVPLONRONOMMQNNMQMOOSSOPNQLTMOQOJMOOPLPMPRQPQMORKONONMSORPMSOORNLHPQNORQSRRNQQPKNPTMNPLPNMOJPOPMOPOOTPQMIONMOPRPRQONNNPQVQMQSLMLOQMNRKPPKNQOSQQLQRNNSIPONOMRMNQRQPPKUSRNUQSSNQKRKOKOJQPMNOOMMOMUPMMOOONMKMPONJOKQLMMNPOORONUQMTOKPLSKNONMQMNORPPRPOQPPNONNOOPNMLQQMQMPOPMPMRPOOMLOOOPKPMNPOONOPOQSNPQNLJOLNNNRTQNPMRQSRN
lo palku po mi cu nukni	My pants are magenta.	lo,palku,po,mi,cu,nukni,my,pants,are,magenta	ONNONLUNMPLNOMNNRPJQLPPRMNQPKNMRQONMPLPPQKPPOPSOOPOPNQMPOMOMNUMQPNSQNMPRNSNSQNKOLMORPRROMNPRMNMNTMRSNNTQMMNQQNOJPNLNQRNNNQMQKHPOMNPRMQMJMPQPOOLSPLNQJPPQNLPPMORQTNLPNMORNMQRPNOOLRMPQLKKPONPPONMPMPTSPMNSQQMNMNNRNPQOPLSMPPOQLMOQRNVOKPULQXNMLUQRRPPMOLNLOOPMOPOKMOKMQPONOUQNLKQPPMRMOQQNOPQPQPNMONQNPROOMOGSRPQUNPNQSMPNLPSQOOOQPOPNOLONPRNNTRPLNMNNOQRPONQMSRNMNJMNNQJOKPPOGQPNQQNQPPIOSNPOKMK
lo pa moi pu na xagrai	The first was not the best.	lo,pa,moi,pu,na,xagrai,xamgu,traji,t'e,first,was,not,best	MMMMONMQONOTQQKMRLQOOPNQRQNQNNMNQOMNOONQNOPJNLRNNPPONOQPMPRMMMQOUINOMVJOPOPPPPONPHORMONLLNRRPSSMPNOUOQNMTLRMOPNOPPOORUQPQNNOMOSOONMMOOOPOMOQOKTPKQNNLVPKMQPNOPNKMQROQNMNPRPNQPJQONONRRNORONPLRPPMPRQLMLNPJTOOQMKMNLPPPQROSIPTNNOMRURMOMOPSTPPNRNSKNOTSJPMQNQNMSOPSORKNLONOLOOMNQQOJQIOONOROLNNKOQPORLMJQMONRMQPLNSKPQSTKNRNNTUOOMPMOLQLPOQKRNPNMOJMOOQNJOOPKOQPPPOMOMRPJQTMQOPPMNJONOPRPMNJPSRRS
lo panje ku cokcu lo litki	A sponge absorbs liquids.	lo,panje,ku,cokcu,litki,a,sponge,absorbs,liquids	NNRNOOTMPNMLOSNLQOORTQLLNQQMQOQMNNSMLPQRMKRKRMTOONJMLLMPQMOKMPQROMOSPRNTRQQJNPOQQNPSOQSMNOPQPNNNMNRQLQQNQNPNSQOJLPPORNOPOIRRMQNOMLOPQMNIOPJSJUNRLQLOPPNNMNKNPPQMNRLQMNPPJNSOONMRPOSNMLKKPPNRLNNPMQOPRKJPTLNNRLPOONOKIQRPSNOMPNMOQLMRRNUTOLOOQOPQQMOMNOTPNSRLNONLQNNONMKNPLPQNSONNNRNTNOTOQMUNRMOQOMQMLRNPMSOKKIQKSMMNIOLQNQMQNQONORPONQPOMMPOQROOOLJNNPQOQOPNMKOLSNROLLOPKPMPOMPOTQPNPMLLTNQPRTP
lo panra linji na kruca	Parallel lines do not intersect each other.	lo,panra,linji,na,kruca,parallel,lines,do,not,intersect,eac',ot'er	NOOLLMKOPNSLOMNOGOMPMLNQORRPNNOOMQPLQQOMKMOMNOMPSMJMMMQQOPPQMOLPPNMSMOORNNOPPPMNMMLPQLKLOLSQPQPQOOMSOOOTQURMKLSMQRONQNPPLOQRPNRONNSOPOIQLQKLRRLLQNLTLLOOPQOMQONOTPKTRNNOOPQKONNQNTKPONTOMQOTMOKPPPOQSQKLQRPMJRRONPOKONRPPOMPSPQONPMNNPQKNRRPKRTNVRQLPOQLNNOMMQPOKOORJNQKOQPLMPNOLMJQPPPMROMPSLJNTPPNSPPRMMLRNQPPOQNQKQNQONMQNOQOONLQROMLKNOOMRPJNMMOLPPTNQRPOOOLOMRLQTQLKNTMTPPPMNIRTMLINQPNOMML
lo panzi be do cu nanla je'i nixli	Is your child a boy or a girl?	lo,panzi,be,do,cu,nanla,je'i,nixli,is,your,c'ild,a,boy,or,girl	OSOOMKSNQSQMMRTPSOONKNPNNQOQMQONPNMPRORPMMMPPOPLONOMPSNONMRQJPPOOOOJQORQQSMOSNRPJNPMMNRMHRMOSPQLMMIPQSRTNOOMNNPMPONLQRMNMSNPNHLOMNPRLTSPOLLHLNRSMNMSMTMNRNPNMOQTPRLKQPNQNKKOMMPPMJNPLNOPQOKNROOMJNSPRKPOONNOQONNMQPOKKNNQOLPMLPOPOOOOJQQPSKLNLQOOPOONSOPOKRMPPPMNPONLMPPPMPROQSRPQJQNLQQQLNSTNLRLOKLNMQQPPMJNMQLOPQNMKPOPMRQLJPOQQOOOURLOPOPMMSJSORRSPNPNLPTKNQPLPOMPQQNSQOQNSPKQSONRORLLONQUPQL
lo papri cu sutra jelca	Paper burns quickly.	lo,papri,cu,sutra,jelca,paper,burns,quickly	MQSRQLONOOOSNSMLKPKQNQMQRPLNNPQOLSSNMONPPMONRNPOOPQQMNQMNOPLLPLNOQQOPRQUSMOJQJPOQKNTOPPMNQPSRQMOOOOQNNNMUKNOMNRQLNNQOMNPLSLNKOPOOTNOOOMOOOPOPROQNOMNMMPONTLLMOPNNMKRNQMPKPROQQMVRPOPQOPPSORRTQMQNOOPNLOMQJOQPLJMMKMINNNPMPPNSOKOPKPTRMOTMPOKNRPPPRQNOSRSLOOJKPNOLOPSQOQLRPQSMNPMQWPKOPMOLLMRNMNTQMMMQQNTLMNPKRMNNRNPNMLNNMRNSPKOLMPMOOTRNMPQROOLRLMKONSPMOSQRMKPLNOLTNLSLLOLOIPOPQSLPOPKPSTORNPQ
lo pastu cu mutce mapti do lo ka se viska	The dress suits you very well.	lo,pastu,cu,mutce,mapti,do,ka,se,viska,t'e,dress,suits,you,very,well	NSRNPNRMLPONQIROUOOOJORRIOPQOLKPRRIORKMRLPOQQPTQMROPOPQSMMPLQQMSOLNQLNONNPLQQKQSMJPNMLOKPOPOLMOOMPRSPOPPPLPNPNNMSQPNNQQPORMOIOQOPQQPRMNMJQPNMRJRNQJRNONONQUQMPPPNOPONMQPMMRRNNRRPONNOPMNPPONONLMRRQMNPMQSPMQNKNNLROPRKONOMQMSLQOUPQPPPLQNSSNNLSPTLOMOPMNJNMNOMPLKQQQMOOMPLQRRHMNPOMPOLNPLMONKQOPQNNNLQONNONISSNSULMNRSMOLOKRMNQOROPNKNLKMPOQSNNMOSMMQONPPPPNLWQPNKNNOMSMQKPQOMUNNQQLMULNPRQSQNNN
lo pastu cu simlu lo ka banzu banli ku se pi'o do	The dress looks quite cool on you.	lo,pastu,cu,simlu,ka,banzu,banli,ku,se,pi'o,do,t'e,dress,looks,quite,cool,on,you	MSSNOLRMNQNOPKOQVNMNHOPRMNPQONLOPPJOSNOPLNPQOPOMMQNPPOMSOKPNQTNROMNOOKPPOPLQQLQRRLQOMKOMNONRLMNPNQPRQOQQOOQOPMONORMOORONPRMQLOQOOOPOSMNMFSUOMTLMNNKRNOPOMRRQLPPOOLNKONQSQLSQMOSSQPNLOPNMOOPLMLJLSSPNNQMRQPOQPJOPMPONQJNMOORMPNOOSNQPONKTNSVOOKUNTONOLRNMLNMNPNONLOPPLLSPPKQPPJLOOMNPPNONMQRNMRNQRPLMIQPNJQPHTQOUPMONSPKPMNKQKPROONONNOOJKNOPPQMNMSPNPOOOMPOPPSRPQNOMNLRMQLMSNLUMMSPNMTMNORQQRPLL
lo pastu pe mi je pe lo nu limna cu tagji se la'u li du'e	My swimsuit is too tight.	lo,pastu,pe,mi,je,nu,limna,cu,tagji,se,la'u,li,du'e,my,swimsuit,is,too,tig't	NQQNOMPPJPMLQPQNNPKNMPMQJOQNJNINNNPLNMKPNPPQQRPSPTMOQQMPOOLLRQMRONORLRPONQQPOORTLNPQROSJOOMMMRLOLPLSPQPRPMQTVPNOTSNQORPQKRKNNNMOONNRPNOKLNOPKPQPOPNNRKPOMONOKQPNROQNROPMOPROONTOLMPOPMLKPNKQLQRPOOQNPPKPRMMOQLLNQRPRNMMTRPMNSLKONNQMSNRSPOOJOMTSUPPPOMRTQMQRNOMPNRQQNRONMLOPOMOMLRLMRNPSJONQPQONQRLOMPMMOPOGPPNQPNOOPSPRJOKROOOORLQSOOKMQNMOSPKKMQMNLNNQRMOQOSRMMOLORNQMLQSSNJWPQMPJMQMOMNLSLLMO
